"","Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary.Quote","X"
"196","AZUL","Azul S.A.","22.34","$2.52B","2017","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/azul",NA
"197","AZRE","Azure Power Global Limited","12.2","$317.49M","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/azre",NA
"198","AZZ","AZZ Inc.","44.88","$1.17B","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/azz",NA
"199","BGS","B&G Foods, Inc.","27.33","$1.8B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bgs",NA
"200","BW","Babcock","1.1","$185.54M","2015","Capital Goods","Building Products","https://www.nasdaq.com/symbol/bw",NA
"201","BMI","Badger Meter, Inc.","48.2","$1.4B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bmi",NA
"202","BHGE","Baker Hughes, a GE company","29.94","$32.92B","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/bhge",NA
"203","BLL","Ball Corporation","45.93","$15.8B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/bll",NA
"204","BANC","Banc of California, Inc.","17.58","$890.58M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/banc",NA
"205","BBVA","Banco Bilbao Viscaya Argentaria S.A.","5.98","$39.87B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bbva",NA
"206","BBD","Banco Bradesco Sa","8.79","$58.84B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bbd",NA
"207","BCH","Banco De Chile","86.08","$14.91B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bch",NA
"208","BLX","Banco Latinoamericano de Comercio Exterior, S.A.","19.97","$791.57M","1992","Finance","Commercial Banks","https://www.nasdaq.com/symbol/blx",NA
"209","BSMX","Banco Santander (Mexico), S.A., Institucion de Ban","7.77","$10.55B","2012","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsmx",NA
"210","BSBR","Banco Santander Brasil SA","10.8","$80.75B","2009","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsbr",NA
"211","BSAC","Banco Santander Chile","30.5","$14.37B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsac",NA
"212","SAN","Banco Santander, S.A.","4.77","$76.97B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/san",NA
"213","CIB","BanColombia S.A.","39.31","$9.45B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/cib",NA
"214","BXS","BancorpSouth Bank","28.47","$2.81B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bxs",NA
"215","BAC","Bank of America Corporation","28.32","$279.19B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac",NA
"216","BOH","Bank of Hawaii Corporation","75.78","$3.19B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/boh",NA
"217","BMO","Bank Of Montreal","79.04","$50.59B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bmo",NA
"218","NTB","Bank of N.T. Butterfield & Son Limited (The)","51.8","$2.86B","2016","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ntb",NA
"219","BK","Bank Of New York Mellon Corporation (The)","47.4","$46.87B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bk",NA
"220","BNS","Bank of Nova Scotia (The)","54.23","$66.79B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bns",NA
"221","BKU","BankUnited, Inc.","32.42","$3.42B","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/bku",NA
"222","BCS","Barclays PLC","8.53","$36.52B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bcs",NA
"223","MPV","Barings Participation Investors","14.8459","$155.79M","1988","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/mpv",NA
"224","BNED","Barnes & Noble Education, Inc","6.29","$295.11M","2015","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/bned",NA
"225","BKS","Barnes & Noble, Inc.","6.61","$482.65M","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/bks",NA
"226","B","Barnes Group, Inc.","60.73","$3.11B","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/b",NA
"227","ABX","Barrick Gold Corporation","13.18","$15.38B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/abx",NA
"228","BAS","Basic Energy Services, Inc.","9","$238.24M","2005","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/bas",NA
"229","BHC","Bausch Health Companies Inc.","24.26","$8.48B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bhc",NA
"230","BAX","Baxter International Inc.","69.46","$37.11B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bax",NA
"231","BTE","Baytex Energy Corp","2.28","$1.26B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bte",NA
"232","BBT","BB&T Corporation","48.92","$37.7B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bbt",NA
"233","BFR","BBVA Banco Frances S.A.","10.09","$2.06B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bfr",NA
"234","BBX","BBX Capital Corporation","6.05","$588.27M","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/bbx",NA
"235","BCE","BCE, Inc.","40.75","$36.59B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bce",NA
"236","BZH","Beazer Homes USA, Inc.","9.12","$307.11M","1994","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/bzh",NA
"237","BDX","Becton, Dickinson and Company","238.09","$63.7B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bdx",NA
"238","BDC","Belden Inc","62.46","$2.54B","n/a","Basic Industries","Telecommunications Equipment","https://www.nasdaq.com/symbol/bdc",NA
"239","BXE","Bellatrix Exploration Ltd","0.9473","$60.87M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bxe",NA
"240","BEL","Belmond Ltd.","17.55","$1.81B","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/bel",NA
"241","BMS","Bemis Company, Inc.","45.91","$4.18B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/bms",NA
"242","BHE","Benchmark Electronics, Inc.","24.26","$1.13B","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/bhe",NA
"243","BHLB","Berkshire Hills Bancorp, Inc.","35.14","$1.6B","n/a","Finance","Banks","https://www.nasdaq.com/symbol/bhlb",NA
"244","BERY","Berry Global Group, Inc.","42.74","$5.63B","2012","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/bery",NA
"245","BBY","Best Buy Co., Inc.","70.79","$19.44B","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/bby",NA
"246","BSTI","BEST Inc.","5.16","$2B","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/bsti",NA
"247","BHP","BHP Billiton Limited","46.59","$124.01B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/bhp",NA
"248","BBL","BHP Billiton plc","40.69","$108.31B","n/a","Energy","Coal Mining","https://www.nasdaq.com/symbol/bbl",NA
"249","BIG","Big Lots, Inc.","39.48","$1.58B","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/big",NA
"250","BH","Biglari Holdings Inc.","164.01","$339.13M","2018","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/bh",NA
"251","BHVN","Biohaven Pharmaceutical Holding Company Ltd.","34.98","$1.4B","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bhvn",NA
"252","BIO","Bio-Rad Laboratories, Inc.","280.96","$8.38B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/bio",NA
"253","BITA","Bitauto Holdings Limited","19.09","$1.39B","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/bita",NA
"254","BJ","BJ&#39;s Wholesale Club Holdings, Inc.","22.8","$3.09B","2018","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/bj",NA
"255","BKH","Black Hills Corporation","62.27","$3.34B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bkh",NA
"256","BKI","Black Knight, Inc.","47.89","$7.15B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bki",NA
"257","BSM","Black Stone Minerals, L.P.","17.25","$3.49B","2015","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bsm",NA
"258","BB","BlackBerry Limited","9.32","$5.01B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bb",NA
"259","BLK","BlackRock, Inc.","401.65","$64.57B","1999","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/blk",NA
"260","BE","Bloom Energy Corporation","25.51","$2.79B","2018","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/be",NA
"261","APRN","Blue Apron Holdings, Inc.","1.23","$236.78M","2017","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/aprn",NA
"262","BCRH","Blue Capital Reinsurance Holdings Ltd.","8.86","$77.68M","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/bcrh",NA
"263","BXG","Bluegreen Vacations Corporation","13.68","$1.02B","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/bxg",NA
"264","BXC","BlueLinx Holdings Inc.","23.57","$218.93M","2004","Capital Goods","Wholesale Distributors","https://www.nasdaq.com/symbol/bxc",NA
"265","BA","Boeing Company (The)","356.26","$204.67B","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/ba",NA
"266","BCC","Boise Cascade, L.L.C.","31.96","$1.24B","2013","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/bcc",NA
"267","BCEI","Bonanza Creek Energy, Inc.","29.15","$598.77M","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/bcei",NA
"268","BOOT","Boot Barn Holdings, Inc.","27.92","$781.64M","2014","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/boot",NA
"269","BAH","Booz Allen Hamilton Holding Corporation","49.02","$6.99B","2010","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/bah",NA
"270","BWA","BorgWarner Inc.","36.68","$7.66B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/bwa",NA
"271","SAM","Boston Beer Company, Inc. (The)","265.94","$3.13B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/sam",NA
"272","BXP","Boston Properties, Inc.","116.95","$18.06B","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bxp",NA
"273","BSX","Boston Scientific Corporation","36.54","$50.53B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bsx",NA
"274","BOX","Box, Inc.","18.02","$2.55B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/box",NA
"275","BYD","Boyd Gaming Corporation","31.08","$3.49B","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/byd",NA
"276","BPMP","BP Midstream Partners LP","18.61","$1.95B","2017","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpmp",NA
"277","BP","BP p.l.c.","44","$147.13B","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bp",NA
"278","BPT","BP Prudhoe Bay Royalty Trust","34.3","$734.02M","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/bpt",NA
"279","BRC","Brady Corporation","41.02","$2.13B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/brc",NA
"280","BHR","Braemar Hotels & Resorts Inc.","10.79","$350.7M","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bhr",NA
"281","BDN","Brandywine Realty Trust","14.38","$2.57B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bdn",NA
"282","LND","Brasilagro Cia Brasileira De Propriedades Agricolas","3.55","$191M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lnd",NA
"283","BAK","Braskem S.A.","29.08","$11.57B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/bak",NA
"284","BRFS","BRF S.A.","5.49","$4.45B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/brfs",NA
"285","BPI","Bridgepoint Education, Inc.","9.17","$247.48M","2009","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bpi",NA
"286","BGG","Briggs & Stratton Corporation","16.91","$716.77M","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bgg",NA
"287","BFAM","Bright Horizons Family Solutions Inc.","113.73","$6.6B","2013","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/bfam",NA
"288","BEDU","Bright Scholar Education Holdings Limited","10.17","$1.19B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/bedu",NA
"289","BSIG","BrightSphere Investment Group plc","11.94","$1.28B","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/bsig",NA
"290","BV","BrightView Holdings, Inc.","13.7","$1.4B","2018","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/bv",NA
"291","EAT","Brinker International, Inc.","46.35","$1.8B","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/eat",NA
"292","BCO","Brink&#39;s Company (The)","62.79","$3.2B","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/bco",NA
"293","BMY","Bristol-Myers Squibb Company","54.3","$88.61B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bmy",NA
"294","BRS","Bristow Group Inc","11.88","$424.89M","n/a","Transportation","Transportation Services","https://www.nasdaq.com/symbol/brs",NA
"295","BTI","British American Tobacco p.l.c.","43.3","$99.32B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/bti",NA
"296","BRX","Brixmor Property Group Inc.","15.6","$4.72B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brx",NA
"297","BR","Broadridge Financial Solutions, Inc.","116.96","$13.63B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/br",NA
"298","BKD","Brookdale Senior Living Inc.","8.89","$1.67B","2005","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/bkd",NA
"299","BAM","Brookfield Asset Management Inc","41.89","$41.58B","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/bam",NA
"300","BBU","Brookfield Business Partners L.P.","40.06","$2.65B","2016","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/bbu",NA
"301","BIP","Brookfield Infrastructure Partners LP","39.54","$10.94B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/bip",NA
"302","BEP","Brookfield Renewable Partners L.P.","29.04","$5.24B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/bep",NA
"303","BRO","Brown & Brown, Inc.","28.85","$8.06B","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/bro",NA
"304","BRT","BRT Apartments Corp.","11.31","$177.28M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/brt",NA
"305","BC","Brunswick Corporation","58.97","$5.11B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bc",NA
"306","BT","BT Group plc","16.16","$32.07B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/bt",NA
"307","BPL","Buckeye Partners L.P.","34.2","$5.25B","1986","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/bpl",NA
"308","BKE","Buckle, Inc. (The)","18.29","$896.54M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/bke",NA
"309","BVN","Buenaventura Mining Company Inc.","14.15","$3.59B","1996","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/bvn",NA
"310","BBW","Build-A-Bear Workshop, Inc.","8.1","$121.27M","2004","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/bbw",NA
"311","BG","Bunge Limited","67.43","$9.51B","2001","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bg",NA
"312","BURL","Burlington Stores, Inc.","155.35","$10.49B","2013","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/burl",NA
"313","BWXT","BWX Technologies, Inc.","59.11","$5.89B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bwxt",NA
"314","BY","Byline Bancorp, Inc.","20.46","$741.04M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/by",NA
